level_0,index,facility,plz,heat_supply,heat_consumption,power_consumption,district,year,facility_type,District_Overview,Heat_Consumption_per_District,Year_Overview,Facility_Type_Overview,District_Detail,Power_Consumption_District_Facility_Type_Year,District_Results,Power_Consumption_per_District,Facility_type_Overview,power_consumption,Facility_Type_Results,Heat_Consumption_per_Facility_Type
185,185,Robert-Havemann-Schule,13125,Fernwärme,2188937,575404,Pankow,2018,Schule,,,,,,,,,,,,
186,186,Grundschule unter den Bäumen,13129,Gas,611516,62250,Pankow,2018,Schule,,,,,,,,,,,,
187,187,"Verwaltungsgebäude/Blumenhalle/
Feierhalle/Garagen",13156,other,206535,0,Pankow,2018,Other,,,,,,,,,,,,
188,188,"Musikschule, Hauptgebäude",13187,Gas,182558,30400,Pankow,2018,Schule,,,,,,,,,,,,
189,189,"Kita, fr. Tr.",13086,Gas,101578,17221,Pankow,2018,Schule,,,,,,,,,,,,
190,190,Grundschule am Weißen See,13086,Gas,1366605,77050,Pankow,2018,Schule,,,,,,,,,,,,
191,191,Standesamt,13086,Gas,0,4410,Pankow,2018,Other,,,,,,,,,,,,
192,192,Revier- /Gärtnerstützpunkt,10407,Gas,32853,9352,Pankow,2018,Other,,,,,,,,,,,,
193,193,Brunnen Greifswalder Straße/Anton- Saefkow-Straße (Knabe mit Fisch),10407,Gas,0,9008,Pankow,2018,Platz,,,,,,,,,,,,
194,194,Schule am Birkenhof,13127,Fernwärme,685480,145857,Pankow,2018,Schule,,,,,,,,,,,,
195,195,Wegebeleuchtung Grünanlage,13129,Gas,0,12919,Pankow,2018,Platz,,,,,,,,,,,,
196,196,Grundschule Alt-Karow,13129,Gas,791513,62196,Pankow,2018,Schule,,,,,,,,,,,,
197,197,MUR,13129,Strom,0,34604,Pankow,2018,Other,,,,,,,,,,,,
198,198,"Wasserturm Belforter Straße
(Großer Wasserspeicher)",10405,Gas,0,525,Pankow,2018,Other,,,,,,,,,,,,
199,199,Dienstgebäude,13088,Gas,672435,22320,Pankow,2018,Other,,,,,,,,,,,,
200,200,Dienstgebäude,13088,Fernwärme,1087603,317579,Pankow,2018,Other,,,,,,,,,,,,
201,201,Brunnen,13088,Gas,0,516,Pankow,2018,Platz,,,,,,,,,,,,
202,202,Sportfunktionsgebäude,13189,Fernwärme,122978,8366,Pankow,2018,Sport,,,,,,,,,,,,
203,203,Weiterbildung/Musikschule,13189,Fernwärme,90746,46651,Pankow,2018,Schule,,,,,,,,,,,,
204,204,Spielhaus,13127,Fernwärme,16088,4506,Pankow,2018,Kultur,,,,,,,,,,,,
205,205,Jugendfreizeit,13127,Fernwärme,63185,10785,Pankow,2018,Platz,,,,,,,,,,,,
206,206,Rosa-Luxemburg-Gymnasium,13189,Fernwärme,0,16730,Pankow,2018,Sport,,,,,,,,,,,,
207,207,Rosa-Luxemburg-Gymnasium,13189,Fernwärme,138055,0,Pankow,2018,Sport,,,,,,,,,,,,
208,208,Rosa-Luxemburg-Gymnasium,13189,Gas,231095,6614,Pankow,2018,Sport,,,,,,,,,,,,
209,209,Kleine Galerie Pankow,13187,Gas,0,12449,Pankow,2018,Kultur,,,,,,,,,,,,
210,210,Klecks-Grundschule,13187,Wärmepumpe,0,15655,Pankow,2018,Schule,,,,,,,,,,,,
211,211,Klecks-Grundschule,13187,Gas,357222,44500,Pankow,2018,Schule,,,,,,,,,,,,
212,212,Grundschule im Moselviertel,13088,Fernwärme,431618,69149,Pankow,2018,Schule,,,,,,,,,,,,
213,213,Elisabeth-Christinen-Grundschule,13156,Gas,844075,36050,Pankow,2018,Schule,,,,,,,,,,,,
214,214,Friedhof,13158,Flüssiggas,21606,2956,Pankow,2018,Denkmal,,,,,,,,,,,,
215,215,Sportanlage,13158,Fernwärme,0,42780,Pankow,2018,Sport,,,,,,,,,,,,
216,216,Tennisanlage,13088,Gas,37809,0,Pankow,2018,Other,,,,,,,,,,,,
217,217,Tanzhaus,13088,Fernwärme,59496,5418,Pankow,2018,Kultur,,,,,,,,,,,,
218,218,Sportfunktionsgebäude,13127,Gas,110301,28018,Pankow,2018,Sport,,,,,,,,,,,,
219,219,Jugendfreizeit,13086,Flüssiggas,158559,27524,Pankow,2018,Platz,,,,,,,,,,,,
220,220,Grundschule im Hasengrund,13156,Gas,604681,76900,Pankow,2018,Schule,,,,,,,,,,,,
221,221,Hasengrund-Schule (TH),13156,Gas,101475,98827,Pankow,2018,Schule,,,,,,,,,,,,
222,222,Wegbeleuchtung Kolonie Einigkeit,13158,Strom,0,20544,Pankow,2018,Platz,,,,,,,,,,,,
223,223,"Grundschule an der
Marie/Musikschule Weißensee",10405,Gas,711018,145275,Pankow,2018,Schule,,,,,,,,,,,,
224,224,"Friedhof, Feierhalle",13127,Gas,78592,4607,Pankow,2018,Denkmal,,,,,,,,,,,,
225,225,Tesla-Schule,10407,Fernwärme,0,1303,Pankow,2018,Schule,,,,,,,,,,,,
226,226,Gymnasium am Europasportpark,10407,Fernwärme,1267732,175050,Pankow,2018,Sport,,,,,,,,,,,,
227,227,Jugendfreizeiteinrichtung,10409,Fernwärme,68086,7580,Pankow,2018,Platz,,,,,,,,,,,,
228,228,Grundschule im Hofgarten,10409,Gas,543492,50880,Pankow,2018,Schule,,,,,,,,,,,,
229,229,"Werkhof, Halle mit Sozialtrakt",13088,Gas,213560,114860,Pankow,2018,Other,,,,,,,,,,,,
230,230,Dienstgebäude,13088,Gas,209215,89099,Pankow,2018,Other,,,,,,,,,,,,
231,231,Kleiner Wasserspeicher,10405,Gas,0,2405,Pankow,2018,Other,,,,,,,,,,,,
232,232,Sportanlage,13158,Gas,182820,31134,Pankow,2018,Sport,,,,,,,,,,,,
233,233,"Kita, fr. Tr.",13158,Gas,406186,57850,Pankow,2018,Schule,,,,,,,,,,,,
234,234,"Beleuchtung Kunststehle
Dietzgenstraße",13158,Gas,0,12919,Pankow,2018,Platz,,,,,,,,,,,,
235,235,Max-Delbrück-Gymnasium,13158,Gas,0,58530,Pankow,2018,Sport,,,,,,,,,,,,
236,236,Janusz-Korczak-Schule,13187,Gas,452032,86320,Pankow,2018,Schule,,,,,,,,,,,,
237,237,Sportzentrum,10439,Gas,0,5307,Pankow,2018,Sport,,,,,,,,,,,,
238,238,Heinrich-Schliemann-Gymnasium,10439,Gas,999561,256461,Pankow,2018,Sport,,,,,,,,,,,,
239,239,Käthe-Kollwitz-Gymnasium,10439,other,919466,98802,Pankow,2018,Sport,,,,,,,,,,,,
240,240,"Kita, fr. Tr.",13187,Fernwärme,244005,0,Pankow,2018,Schule,,,,,,,,,,,,
241,241,Revier- /Gärtnerstützpunkt,10247,Fernwärme,0,1054,Pankow,2018,Other,,,,,,,,,,,,
242,242,Hockeyplatz,10405,Gas,0,13040,Pankow,2018,Platz,,,,,,,,,,,,
243,243,Grundschule am Planetarium,10405,Fernwärme,504308,75800,Pankow,2018,Schule,,,,,,,,,,,,
244,244,"Wilhelm-von-Humboldt-
Gemeinschaftsschule",10439,Gas/Fernwärme,724909,94650,Pankow,2018,Schule,,,,,,,,,,,,
245,245,Marianne-Buggenhagen-Schule,13125,Fernwärme,864647,272315,Pankow,2018,Schule,,,,,,,,,,,,
246,246,Trelleborg-Schule,13189,Fernwärme,902543,45550,Pankow,2018,Schule,,,,,,,,,,,,
247,247,"Kita, fr. Tr.",13189,Fernwärme,217784,42450,Pankow,2018,Schule,,,,,,,,,,,,
248,248,Trelleborg-Schule,13189,Fernwärme,0,54850,Pankow,2018,Schule,,,,,,,,,,,,
249,249,Kinder Klub Die 7,10407,Gas,24680,2110,Pankow,2018,Other,,,,,,,,,,,,
250,250,"Felix-Mendelssohn-Bartholdy-
Gymnasium",10407,Gas,1086535,120687,Pankow,2018,Sport,,,,,,,,,,,,
251,251,Ausweichstandort z. Zt. für 03G17,13088,Fernwärme,613463,0,Pankow,2018,Other,,,,,,,,,,,,
252,252,Revier-/ Gärtnerstützpunkt,13189,Gas,37380,2463,Pankow,2018,Other,,,,,,,,,,,,
253,253,Vereinsheim,13189,Gas,175840,29020,Pankow,2018,Other,,,,,,,,,,,,
254,254,Beratungshaus,13125,Fernwärme,108753,27969,Pankow,2018,Kultur,,,,,,,,,,,,
255,255,Haus 1,13125,Fernwärme,254676,8790,Pankow,2018,Kultur,,,,,,,,,,,,
256,256,"GAS / SUZ, Bungalow (alt Nr.1)",13187,Gas,447104,13422,Pankow,2018,Other,,,,,,,,,,,,
257,257,Panke-Schule,13187,Gas/Fernwärme,234642,45317,Pankow,2018,Schule,,,,,,,,,,,,
258,258,Revier-/ Gärtnerstützpunkt,10409,Fernwärme,15555,0,Pankow,2018,Other,,,,,,,,,,,,
259,259,"Friedhof, Feierhalle",13156,Gas,46932,0,Pankow,2018,Denkmal,,,,,,,,,,,,
260,260,Jugendfreizeit,13129,Gas,46217,6567,Pankow,2018,Platz,,,,,,,,,,,,
261,261,Schule am Falkplatz,10437,Gas/Fernwärme,1121142,231470,Pankow,2018,Schule,,,,,,,,,,,,
262,262,"Druckerhöhungsstation für
Parkbewässerung - Brunnen Falkplatz",10437,Strom,0,1040,Pankow,2018,Platz,,,,,,,,,,,,
263,263,Grundschule Wilhelmsruh,10409,Fernwärme,95501,13608,Pankow,2018,Schule,,,,,,,,,,,,
264,264,Carl-von-Ossietzky-Gymnasium,13187,other,1045815,202008,Pankow,2018,Sport,,,,,,,,,,,,
265,265,Picasso-Grundschule,13088,Fernwärme,582416,155980,Pankow,2018,Schule,,,,,,,,,,,,
266,266,Hauptgebäude,13156,Gas,59117,7089,Pankow,2018,Other,,,,,,,,,,,,
267,267,Thomas-Mann-Grundschule,10437,Gas,672480,135406,Pankow,2018,Schule,,,,,,,,,,,,
268,268,Kurt-Schwitters-Schule,10405,other,1828706,277449,Pankow,2018,Schule,,,,,,,,,,,,
269,269,"Freilichtbühne Weißensee ab
01.05.2010 -30.09.2010 Lifo",13086,Gas,0,3715,Pankow,2018,Other,,,,,,,,,,,,
270,270,"Revier-/ Gärtnerstützpunkt,
Container, Tanklager",13086,Gas,63944,116833,Pankow,2018,Other,,,,,,,,,,,,
271,271,Elizabeth-Shaw-Grundschule,13187,Fernwärme,588068,61078,Pankow,2018,Schule,,,,,,,,,,,,
272,272,Elizabeth-Shaw-Grundschule,13187,Fernwärme,26822,0,Pankow,2018,Schule,,,,,,,,,,,,
273,273,Verwaltungsgebäude,13187,Fernwärme,451112,66000,Pankow,2018,Other,,,,,,,,,,,,
274,274,Schule,10439,Fernwärme,477425,96319,Pankow,2018,Schule,,,,,,,,,,,,
275,275,"Kita ""Raupe Nimmersatt"" ab
01.01.2006 vermietet an Jugendwerk Aufbau Ost JAO gGmbH",10247,Fernwärme,60675,0,Pankow,2018,Schule,,,,,,,,,,,,
276,276,Schule am Hamburger Platz,13086,Fernwärme,345426,76477,Pankow,2018,Schule,,,,,,,,,,,,
277,277,Hagenbeck-Schule,13086,Fernwärme,490558,124515,Pankow,2018,Schule,,,,,,,,,,,,
278,278,Hagenbeck-Schule,13086,Fernwärme,87000,9919,Pankow,2018,Schule,,,,,,,,,,,,
279,279,Jugendfreizeiteinrichtung,13187,Gas,200214,12122,Pankow,2018,Platz,,,,,,,,,,,,
280,280,"Beleuchtung Parkanlage
(Arboretum)",13125,Gas,0,499,Pankow,2018,Platz,,,,,,,,,,,,
281,281,Gustave-Eiffel-Schule,10409,Fernwärme,884101,105000,Pankow,2018,Schule,,,,,,,,,,,,
282,282,Sportzentrum,10409,Fernwärme,73118,19838,Pankow,2018,Sport,,,,,,,,,,,,
283,283,SpA,13088,Gas,37809,61895,Pankow,2018,Other,,,,,,,,,,,,
284,284,Verwaltungsgebäude,13088,Fernwärme,711026,185795,Pankow,2018,Other,,,,,,,,,,,,
285,285,"Kita, fr. Tr.",10407,Fernwärme,194908,0,Pankow,2018,Schule,,,,,,,,,,,,
286,286,Beleuchtung Anlage Blankenburg,13086,Gas,0,12919,Pankow,2018,Platz,,,,,,,,,,,,
287,287,Beleuchtung Anlage Blankenburg,13086,Gas,0,12919,Pankow,2018,Platz,,,,,,,,,,,,
288,288,Kultureinrichtung Brotfabrik,13086,Gas,230198,37165,Pankow,2018,Other,,,,,,,,,,,,
289,289,Heinrich-Roller-Grundschule,10405,Gas,767886,216179,Pankow,2018,Schule,,,,,,,,,,,,
290,290,Rudolf-Dörrier-Grundschule,13156,Gas,362590,59550,Pankow,2018,Schule,,,,,,,,,,,,
291,291,SpA,13156,Gas,73270,41527,Pankow,2018,Other,,,,,,,,,,,,
292,292,Schießsportanlage,13156,Gas,206774,37895,Pankow,2018,Sport,,,,,,,,,,,,
293,293,Brunnenanlage Schmiedebankplatz,13125,Gas,0,3818,Pankow,2018,Platz,,,,,,,,,,,,
294,294,Jugendfreizeit,10409,Gas/Fernwärme,41635,36170,Pankow,2018,Platz,,,,,,,,,,,,
295,295,Bornholmer Grundschule,10439,Gas,1595840,162790,Pankow,2018,Schule,,,,,,,,,,,,
296,296,"Abenteuerspielplatz,Spielhaus
Karow",13125,Gas,11184,7711,Pankow,2018,Platz,,,,,,,,,,,,
297,297,Bötzow-Grundschule,10407,Fernwärme,348883,89072,Pankow,2018,Schule,,,,,,,,,,,,
298,298,"Kita, fr. Tr.",13125,Fernwärme,57583,0,Pankow,2018,Schule,,,,,,,,,,,,
299,299,Sportjugendclub Buch,13125,Fernwärme,94713,7262,Pankow,2018,Sport,,,,,,,,,,,,
300,300,Hauptgebäude,13125,Fernwärme,440921,14280,Pankow,2018,Other,,,,,,,,,,,,
301,301,"Friedhof, Revier-/
Gärtnerstützpunkt",10435,Gas,21691,6184,Pankow,2018,Denkmal,,,,,,,,,,,,
302,302,Grundschule in Rosenthal,10119,Fernwärme,81938,0,Pankow,2018,Schule,,,,,,,,,,,,
303,303,Grundschule in Rosenthal,10119,Fernwärme,414292,80060,Pankow,2018,Schule,,,,,,,,,,,,
304,304,Prater,10435,Gas,0,18113,Pankow,2018,Other,,,,,,,,,,,,
305,305,Rosa-Luxemburg-Gymnasium,13189,Gas,550843,163027,Pankow,2018,Sport,,,,,,,,,,,,
306,306,Panke-Schule,13187,Gas,118727,0,Pankow,2018,Schule,,,,,,,,,,,,
307,307,Grundschule am Kollwitzplatz,10435,Gas,590823,138470,Pankow,2018,Schule,,,,,,,,,,,,
308,308,Grundschule am Kollwitzplatz,10435,Gas,456024,91950,Pankow,2018,Schule,,,,,,,,,,,,
309,309,Gymnasium am Europasportpark,10407,Fernwärme,142817,0,Pankow,2018,Sport,,,,,,,,,,,,
310,310,Revier- /Gärtnerstützpunkt,10407,Fernwärme,981740,0,Pankow,2018,Other,,,,,,,,,,,,
311,311,"Sportzentrum, Turnhalle",10405,Gas,184979,19228,Pankow,2018,Sport,,,,,,,,,,,,
312,312,Max-Delbrück-Gymnasium,13156,Gas,160092,11231,Pankow,2018,Sport,,,,,,,,,,,,
313,313,Max-Delbrück-Gymnasium,13156,Gas,1603131,159910,Pankow,2018,Sport,,,,,,,,,,,,
314,314,"Frischemarkt Antonplatz
(Langhansstraße)",13086,Gas,0,11897,Pankow,2018,Platz,,,,,,,,,,,,
315,315,Heinz-Brandt-Schule,13086,Gas,389657,111057,Pankow,2018,Schule,,,,,,,,,,,,
316,316,Jugendfreizeit,13086,Gas,161441,16450,Pankow,2018,Platz,,,,,,,,,,,,
317,317,Grundschule Wilhelmsruh,13158,Wärmepumpe,0,17457,Pankow,2018,Schule,,,,,,,,,,,,
318,318,Grundschule Wilhelmsruh,13158,Fernwärme,440988,66356,Pankow,2018,Schule,,,,,,,,,,,,
319,319,N.N.,13156,Fernwärme,534876,58698,Pankow,2018,Other,,,,,,,,,,,,
320,320,"Musikschule ""Leo Spies""",10437,Gas,133199,0,Pankow,2018,Schule,,,,,,,,,,,,
321,321,Jugendfreizeit,10437,Fernwärme,36450,18384,Pankow,2018,Platz,,,,,,,,,,,,
322,322,Jugendfreizeit,13088,Gas,35614,7995,Pankow,2018,Platz,,,,,,,,,,,,
323,323,Jugendfreizeiteinrichtung,13088,Gas,116041,10244,Pankow,2018,Platz,,,,,,,,,,,,
324,324,Hauptgebäude,13156,Gas,127622,4330,Pankow,2018,Other,,,,,,,,,,,,
325,325,"Kita, fr. Tr.",10409,Fernwärme,313366,0,Pankow,2018,Schule,,,,,,,,,,,,
326,326,Spielhaus,10405,Gas,0,4806,Pankow,2018,Kultur,,,,,,,,,,,,
327,327,Jugendfreizeit,13086,Gas,20988,2288,Pankow,2018,Platz,,,,,,,,,,,,
328,328,Helene-Haeusler-Schule,10405,Fernwärme,831273,243418,Pankow,2018,Schule,,,,,,,,,,,,
329,329,"47. Schule und Schule an der
Strauchwiese",13187,Fernwärme,333581,99054,Pankow,2018,Schule,,,,,,,,,,,,
330,330,12-MEB,13187,Fernwärme,84140,0,Pankow,2018,Other,,,,,,,,,,,,
331,331,Sporthalle1,13088,Fernwärme,46959,21337,Pankow,2018,Sport,,,,,,,,,,,,
332,332,Jugendfreizeit,13187,Gas,160547,47350,Pankow,2018,Platz,,,,,,,,,,,,
333,333,"Kita, fr. Tr.",13125,Fernwärme,216229,0,Pankow,2018,Schule,,,,,,,,,,,,
334,334,Reinhold-Burger-Schule,13187,Fernwärme,741329,123881,Pankow,2018,Schule,,,,,,,,,,,,
335,335,"Jugendberatungshaus
Pankow#seit 2012 keine Nutzung",13187,Fernwärme,0,1571,Pankow,2018,Kultur,,,,,,,,,,,,
336,336,Rathaus Pankow,13187,Gas,1285542,330791,Pankow,2018,Kultur,,,,,,,,,,,,
337,337,Jugendkunstschule,13187,Fernwärme,860675,58599,Pankow,2018,Schule,,,,,,,,,,,,
338,338,Rosa-Luxemburg-Gymnasium,13189,Fernwärme,59308,9258,Pankow,2018,Sport,,,,,,,,,,,,
339,339,Grundschule Wolkenstein,13189,Fernwärme,420373,59400,Pankow,2018,Schule,,,,,,,,,,,,
340,340,Kurt-Tucholsky-Schule,13189,Fernwärme,182229,13351,Pankow,2018,Schule,,,,,,,,,,,,
341,341,Kurt-Tucholsky-Schule,13189,Fernwärme,692812,183400,Pankow,2018,Schule,,,,,,,,,,,,
342,342,Platzhaus Hirschhof,10435,Gas,0,3236,Pankow,2018,Platz,,,,,,,,,,,,
343,343,Jugendfreizeit,10437,Gas,65932,15180,Pankow,2018,Platz,,,,,,,,,,,,
344,344,Hauptgebäude,13129,Gas,177102,7180,Pankow,2018,Other,,,,,,,,,,,,
345,345,"Plansche am Weißen See (Park am
Weißen See)",13129,Gas,0,4439,Pankow,2018,Platz,,,,,,,,,,,,
346,346,Homer-Grundschule,10407,Fernwärme,773846,115537,Pankow,2018,Schule,,,,,,,,,,,,
347,347,"Felix-Mendelssohn-Bartholdy-
Gymnasium",10407,Fernwärme,717585,98378,Pankow,2018,Sport,,,,,,,,,,,,
348,348,Jugendfreizeit,10407,Fernwärme,25338,3602,Pankow,2018,Platz,,,,,,,,,,,,
349,349,"Beleuchtung Kunststehle Pastor-
Niemöller-Platz",13156,Gas,0,12919,Pankow,2018,Platz,,,,,,,,,,,,
350,350,Jugendfreizeit,13187,Gas,0,14000,Pankow,2018,Platz,,,,,,,,,,,,
351,351,Jugendwohnheim,13187,Gas,1473,5320,Pankow,2018,Other,,,,,,,,,,,,
352,352,SpA,13187,Gas,108419,43450,Pankow,2018,Other,,,,,,,,,,,,
353,353,Paul-Lincke-Grundschule,10409,Fernwärme,478012,83985,Pankow,2018,Schule,,,,,,,,,,,,
354,354,Paul-Lincke-Grundschule,10409,Fernwärme,73729,0,Pankow,2018,Schule,,,,,,,,,,,,
355,355,Primo-Levi-Gymnasium,13086,Gas,1009456,75500,Pankow,2018,Sport,,,,,,,,,,,,
356,356,Volkshochschule und Bibliothek,10405,Gas,765636,92780,Pankow,2018,Schule,,,,,,,,,,,,
357,357,Atelierhaus Prenzlauer Promenade,13086,Gas,0,2426,Pankow,2018,Kultur,,,,,,,,,,,,
358,358,Sporthalle,13088,Fernwärme,140902,11423,Pankow,2018,Sport,,,,,,,,,,,,
359,359,SpA,13086,Gas,975665,156748,Pankow,2018,Other,,,,,,,,,,,,
360,360,SpA,13088,Gas,19639,15590,Pankow,2018,Other,,,,,,,,,,,,
361,361,Friedhof,13088,Gas,82049,6037,Pankow,2018,Denkmal,,,,,,,,,,,,
362,362,"Sportplatz und -anlage Röländer
Straße/Brunnen",13125,Gas,0,18207,Pankow,2018,Sport,,,,,,,,,,,,
363,363,"Kita, fr. Tr.",13125,Fernwärme,134664,14264,Pankow,2018,Schule,,,,,,,,,,,,
364,364,Konrad-Duden-Schule,13125,Fernwärme,70634,0,Pankow,2018,Schule,,,,,,,,,,,,
365,365,Konrad-Duden-Schule,13125,Fernwärme,261129,83502,Pankow,2018,Schule,,,,,,,,,,,,
366,366,Friedhof,13089,Gas,17618,11853,Pankow,2018,Denkmal,,,,,,,,,,,,
367,367,Tesla-Schule,10407,Fernwärme,119031,48170,Pankow,2018,Schule,,,,,,,,,,,,
368,368,Tesla-Schule,10407,Fernwärme,703197,53000,Pankow,2018,Schule,,,,,,,,,,,,
369,369,Jugendfreizeit,10405,Gas,46906,32250,Pankow,2018,Platz,,,,,,,,,,,,
370,370,Carl-Humann-Grundschule,10439,Fernwärme,564651,128000,Pankow,2018,Schule,,,,,,,,,,,,
371,371,Grundschule am Senefelderplatz,10435,Gas,1399971,156404,Pankow,2018,Schule,,,,,,,,,,,,
372,372,Volkshochschule,13187,Fernwärme,85864,58899,Pankow,2018,Schule,,,,,,,,,,,,
373,373,Friedhof,13125,other,42290,0,Pankow,2018,Denkmal,,,,,,,,,,,,
374,374,"Kinderbauernhof, Spielhaus",10437,Gas,35140,10297,Pankow,2018,Kultur,,,,,,,,,,,,
375,375,Grundschule im Eliashof,10437,Gas,783568,126599,Pankow,2018,Schule,,,,,,,,,,,,
376,376,Vereinsunterkunft (Weinfeld),10407,Gas,0,994,Pankow,2018,Other,,,,,,,,,,,,
377,377,Picasso-Grundschule,13088,Gas,502372,38635,Pankow,2018,Schule,,,,,,,,,,,,
378,378,Jugendmedienclub,10437,Gas,48709,6859,Pankow,2018,Other,,,,,,,,,,,,
379,379,Mendel-Grundschule,13187,Wärmepumpe,0,14154,Pankow,2018,Schule,,,,,,,,,,,,
380,380,Mendel-Grundschule,13187,Gas,638153,62150,Pankow,2018,Schule,,,,,,,,,,,,
381,381,SpA,13156,Gas,60689,10509,Pankow,2018,Other,,,,,,,,,,,,
382,382,JVS,13158,Gas,42668,7990,Pankow,2018,Other,,,,,,,,,,,,
383,383,Georg-Zacharias-Grundschule,13088,Fernwärme,363865,65180,Pankow,2018,Schule,,,,,,,,,,,,
384,384,Grundschule im Blumenviertel,10407,Fernwärme,476883,92800,Pankow,2018,Schule,,,,,,,,,,,,
385,385,Schule am Teutoburger Platz,10119,Gas,469570,119700,Pankow,2018,Schule,,,,,,,,,,,,
386,386,Bürgerzentrum,10409,Gas,0,14185,Pankow,2018,Kultur,,,,,,,,,,,,
387,387,Hort,10409,Fernwärme,238344,21065,Pankow,2018,Other,,,,,,,,,,,,
388,388,Grundschule am Wasserturm,13089,Wärmepumpe,0,20083,Pankow,2018,Schule,,,,,,,,,,,,
389,389,Grundschule am Wasserturm,13089,Gas,500618,42550,Pankow,2018,Schule,,,,,,,,,,,,
390,390,Nachbarschaftszentrum,13158,Fernwärme,79123,10310,Pankow,2018,Kultur,,,,,,,,,,,,
391,391,Jugendfreizeit,13088,Gas,7587,0,Pankow,2018,Platz,,,,,,,,,,,,
392,392,"Friedhof, Revier-/
Gärtnerstützpunkt",13158,Flüssiggas,38615,2064,Pankow,2018,Denkmal,,,,,,,,,,,,
393,393,JFE und Kita,13189,Fernwärme,222044,32244,Pankow,2018,Schule,,,,,,,,,,,,
394,394,Revier- /Gärtnerstützpunkt,13156,Gas,47516,46625,Pankow,2018,Other,,,,,,,,,,,,
395,395,SpA,13158,Gas,0,18105,Pankow,2018,Other,,,,,,,,,,,,
396,396,Brunnen,13158,Gas,0,4060,Pankow,2018,Platz,,,,,,,,,,,,
397,397,Hufeland-Schule,13125,Gas,0,2030,Pankow,2018,Schule,,,,,,,,,,,,
398,398,Hufeland-Schule,13125,Fernwärme,876346,102275,Pankow,2018,Schule,,,,,,,,,,,,
399,399,Wegbeleuchtung Kolonie Einigkeit,13158,Gas,0,31772,Pankow,2018,Platz,,,,,,,,,,,,
400,400,Wegbeleuchtung Kolonie Einigkeit,13158,Gas,0,25358,Pankow,2018,Platz,,,,,,,,,,,,
401,401,"Kita, fr. Tr.",10439,Gas,272113,38391,Pankow,2018,Schule,,,,,,,,,,,,
402,402,"Kita, fr. Tr.",13158,Gas,163920,0,Pankow,2018,Schule,,,,,,,,,,,,
403,403,bauliche Anlage Plansche,13187,Gas,0,1950,Pankow,2018,Platz,,,,,,,,,,,,
404,404,Revier- /Gärtnerstützpunkt,13187,Gas,93622,24333,Pankow,2018,Other,,,,,,,,,,,,
405,405,Grundschule an den Buchen,13156,Fernwärme,261644,73200,Pankow,2018,Schule,,,,,,,,,,,,
406,406,JFE,13125,Gas,97163,21790,Pankow,2018,Other,,,,,,,,,,,,
407,407,Grundschule Am Sandhaus,13125,Fernwärme,495173,90900,Pankow,2018,Schule,,,,,,,,,,,,
408,408,Jugendfreizeit,10409,Gas,242183,29250,Pankow,2018,Platz,,,,,,,,,,,,
409,409,Primo-Levi-Gymnasium,13086,Gas,291624,70800,Pankow,2018,Sport,,,,,,,,,,,,
410,410,Primo-Levi-Gymnasium,13086,Gas,614814,82991,Pankow,2018,Sport,,,,,,,,,,,,
411,411,"Buch IV, Hauptgebäude",13125,Fernwärme,75490,14944,Pankow,2018,Other,,,,,,,,,,,,
412,412,Arnold-Zweig-Grundschule,13187,Fernwärme,860675,105200,Pankow,2018,Schule,,,,,,,,,,,,
413,413,Platzhaus Teuteburger Platz,10119,Gas,12187,4140,Pankow,2018,Platz,,,,,,,,,,,,
414,414,ehem. Schulgebäude Adalbertstraße,10179,Fernwärme,0,0,Mitte,2018,Platz,,,,,,,,,,,,
415,415,"Möwensee Grundschule, Kita Kindergärten City",13351,Fernwärme,1012569,280743,Mitte,2018,Schule,,,,,,,,,,,,
416,416,Hansabibliothek,10557,Fernwärme,128035,37484,Mitte,2018,Schule,,,,,,,,,,,,
417,417,Gymnasium Tiergarten / Hansa-Grundschule,10555,Fernwärme,1260864,293502,Mitte,2018,Schule,,,,,,,,,,,,
418,418,Wedding Grundschule,13347,Fernwärme,956408,82900,Mitte,2018,Schule,,,,,,,,,,,,
419,419,Fil. Grundschule am Koppenplatz,10117,Fernwärme,307445,37900,Mitte,2018,Schule,,,,,,,,,,,,
420,420,Bibliothek am Luisenbad,13357,Gas,375244,153803,Mitte,2018,Schule,,,,,,,,,,,,
421,421,Fil. Grundschule am Koppenplatz,10115,Gas,476874,82900,Mitte,2018,Schule,,,,,,,,,,,,
422,422,Fil. Papageno Grundschule,10115,Gas,115968,17135,Mitte,2018,Schule,,,,,,,,,,,,
423,423,Papageno Grundschule,10115,Gas,410226,132861,Mitte,2018,Schule,,,,,,,,,,,,
424,424,Charlotte-Pfeffer-Schule,10178,Fernwärme,562390,228157,Mitte,2018,Schule,,,,,,,,,,,,
425,425,Charlotte-Pfeffer-Schule,10178,Heizöl,0,0,Mitte,2018,Schule,,,,,,,,,,,,
426,426,Diesterweg-Gymnasium,13357,Fernwärme,1294114,135323,Mitte,2018,Sport,,,,,,,,,,,,
427,427,Diesterweg-Gymnasium,13357,"Gas, WW",4288,0,Mitte,2018,Sport,,,,,,,,,,,,
428,428,Jugendverkehrsschule Bremer Straße,10551,"Strom, Heizung",9694,1789,Mitte,2018,Schule,,,,,,,,,,,,
429,429,Philip-Schaeffer-Bibliothek,10119,Fernwärme,0,126837,Mitte,2018,Schule,,,,,,,,,,,,
